,name,gsis_id,pfr_id
9017,Darrell Russell,,RussDa00
9018,Shawn Springs,,SpriSh00
9019,Peter Boulware,,BoulPe00
9020,Bryant Westbrook,,WestBr20
9021,Ike Hilliard,,HillIk00
9022,James Farrior,,FarrJa99
9023,Tom Knight,,KnigTo20
9024,Michael Booker,,BookMi20
9025,Warrick Dunn,,DunnWa00
9026,Tony Gonzalez,00-0006101,GonzTo00
9027,Reinard Wilson,,WilsRe20
9028,Yatil Green,,GreeYa00
9029,Reidel Anthony,,AnthRe00
9030,Kenard Lang,,LangKe20
9031,Kenny Holmes,,HolmKe20
9032,Dwayne Rudd,,RuddDw20
9033,Renaldo Wynn,,WynnRe20
9034,David Lafleur,,LaFlDa00
9035,Antowain Smith,,SmitAn00
9036,Chad Scott,,ScotCh20
9037,Jim Druckenmiller,,DrucJi00
9038,Trevor Pryce,,PrycTr00
9039,Chris Canty,,CantCh20
9040,Lethon Flowers,,
9041,Rob Kelly,,KellRo20
9042,Jamie Sharper,,SharJa20
9043,Tiki Barber,,BarbTi00
9044,John Allred,,AllrJo00
9045,Jared Tomich,,TomiJa20
9046,Dexter McCleon,,McClDe21
9047,Byron Hanspard,,HansBy00
9048,Jake Plummer,,PlumJa00
9049,Corey Dillon,,DillCo00
9050,Sam Madison,,MadiSa00
9051,Freddie Jones,,JoneFr00
9052,Joey Kent,,KentJo00
9053,Kevin Lockett,,LockKe00
9054,Mike Logan,,LogaMi20
9055,Greg Jones,,JoneGr20
9056,Marcellus Wiley,,WileMa00
9057,Will Blackwell,,BlacWi00
9058,Kevin Abrams,,AbraKe20
9059,Marc Edwards,,EdwaMa00
9060,Mike Minter,,MintMi21
9061,James Darling,,DarlJa20
9062,Kim Herring,,HerrKi20
9063,Brandon Mitchell,,MitcBr20
9064,Darren Sharper,,SharDa00
9065,Sedrick Shaw,,ShawSe00
9066,Troy Davis,,DaviTr00
9067,Jay Graham,,GrahJa00
9068,Dexter Coakley,,CoakDe00
9069,Ronde Barber,,BarbRo00
9070,Ryan Phillips,,PhilRy20
9071,O.J. Santiago,,SantO.00
9072,Duce Staley,,StalDu00
9073,Jason Taylor,,TaylJa03
9074,James Folston,,
9075,Denard Walker,,WalkDe20
9076,Greg Clark,,ClarGr00
9077,Stalin Colinet,,ColiSt20
9078,Derek M Smith,,
9079,Marlon Forbes,,
9080,Bert Berry,,
9081,Cole Ford,,
9082,Dedric Ward,,WardDe00
9083,Chris Carter,,CartCh20
9084,Brett Conway,,conwabre01
9085,Mike Vrabel,,VrabMi20
9086,Derrick Rodgers,,RodgDe20
9087,Derrick Mason,,MasoDe00
9088,Danny Wuerffel,,WuerDa00
9089,Henri Crockett,,CrocHe20
9090,Pete Monty,,MontPe20
9091,Leon Johnson,,JohnLe00
9092,Darnell Autry,,AutrDa00
9093,Bubba Franks,,
9094,Marcus Robinson,,RobiMa00
9095,Tremain Mack,,MackTr00
9096,Antonio Banks,,BankAn20
9097,Seth Payne,,PaynSe20
9098,Albert Connell,,ConnAl00
9099,Keith Poole,,PoolKe00
9100,Monty Montgomery,,MontMo20
9101,Tyrus McCloud,,McClTy20
9102,Damien Robinson,,RobiDa20
9103,Tarek Saleh,,SaleTa20
9104,Chad Levitt,,LeviCh20
9105,Macey Brooks,,BrooMa00
9106,Alshermon Singleton,,
9107,Antonio Freeman,,
9108,Sam Garnes,,GarnSa20
9109,Patrick Hape,,HapePa00
9110,Kenny Bynum,,BynuKe00
9111,Keith Thibodeaux,,ThibKe20
9112,Eric Stokes,,StokEr21
9113,George McCullough,,McCuGe20
9114,Rufus French,,
9115,Damon Jones,,JoneDa00
9116,Twan Russell,,RussTw20
9117,Barron Tanner,,TannBa20
9118,Nathaniel Jacquet,,
9119,Tony Williams,,WillTo23
9120,Ndukwe Kalu,,
9121,George Jones,,JoneGe00
9122,Luther Broughton,,BrouLu00
9123,Carl Powell,,PoweCa20
9124,Taje Allen,,AlleTa20
9125,June Henley,,HenlJu00
9126,John Fiala,,FialJo20
9127,Al Harris,,HarrAl21
9128,Irving Fryar,,
9129,Mike Cherry,,CherMi00
9130,Calvin Branch,,BranCa20
9131,Itula Mili,,MiliIt00
9132,Canute Curtis,,CurtCa20
9133,Ed Perry,,PerrEd00
9134,Robert Tate,,TateRo00
9135,Daimon Shelton,,ShelDa00
9136,Daryl Porter,,PortDa20
9137,Tony McCombs,,McCoTo20
9138,Corey Fuller,,
9139,Tony Gaiter,,GaitTo00
9140,Grady Jackson,,JackGr20
9141,Cornell Brown,,BrowCo20
9142,Isaac Byrd,,ByrdIs00
9143,Shawn Swayda,,SwaySh20
9144,Randy Fuller,,
9145,Edward Jasper,,
9146,Richard Hogans,,
9147,Oronde Gadsden,,
9148,Tony Graziani,,GrazTo00
9149,Koy Detmer,,DetmKo00
9150,Matt Keneley,,KeneMa20
9151,Mark Smith,,SmitMa20
9152,Armon Williams,,WillAr20
9153,Artie Ulmer,,UlmeAr20
9154,Nick Gallery,,
9155,Omar Stoutmire,,StouOm20
9156,Kris Mangum,,MangKr00
9157,Jason Ferguson,,FergJa21
9158,Jerald Sowell,,SoweJe00
9159,Matthew Hatchette,,HatcMa00
9160,Olindo Mare,,
9161,Ryan Longwell,,
9162,Brad Maynard,,MaynBr20
9163,Ken Walter,,
9164,Bryan Robinson,,
9165,Jon Kitna,,
9166,Jeff George,,
9167,David Patten,,
9168,Scott Bentley,,
9169,Derrick Gibson,,
9170,James Thrash,,
9171,Pat Williams,,
9172,Todd Bouman,,
9173,Jake Delhomme,,
9174,Antwan Harris,,
9175,Bernardo Harris,,
9176,Corey Harris,,
9177,Chris Dishman,,DishCh20
9178,Derrick Harris,,
9179,Jackie Harris,,
9180,James Harris,,
9181,Keyshawn Johnson,,JohnKe00
9182,Kevin Hardy,,HardKe00
9183,Simeon Rice,,RiceSi00
9184,Cedric Jones,,JoneCe20
9185,Lawrence Phillips,,PhilLa00
9186,Terry Glenn,,GlenTe00
9187,Tim Biakabutuka,,BiakTi00
9188,Rickey Dudley,,DudlRi00
9189,Alex Molden,,MoldAl20
9190,Regan Upshaw,,UpshRe20
9191,Walt Harris,,HarrWa21
9192,Eddie George,,GeorEd00
9193,John Mobley,,MoblJo20
9194,Duane Clemons,,ClemDu20
9195,Eddie Kennison,,KennEd00
9196,Marvin Harrison,,HarrMa00
9197,Eric Moulds,,MoulEr00
9198,Ray Lewis,,LewiRa00
9199,Jerome Woods,,WoodJe00
9200,Alex Vandyke,,
9201,Tony Brackens,,BracTo00
9202,Amani Toomer,,ToomAm00
9203,Mike Alstott,,AlstMi00
9204,Lawyer Milloy,,MillLa00
9205,Kavika Pittman,,PittKa20
9206,Marco Battaglia,,BattMa00
9207,Je'rod Cherry,,CherJe20
9208,Bryan Still,,StilBr00
9209,Tony Banks,,BankTo00
9210,Muhsin Muhammad,,MuhaMu00
9211,Tory James,,JameTo99
9212,Fred Thomas,,ThomFr20
9213,Randall Godfrey,,GodfRa20
9214,Patrick Sapp,,SappPa20
9215,Bobby Engram,,EngrBo00
9216,Gabe Northern,,NortGa20
9217,Jason Dunn,,DunnJa00
9218,Deron Jenkins,,JenkDe20
9219,Derrick Mayes,,MayeDe00
9220,Lance Johnstone,,JohnLa23
9221,Reggie Tongue,,TongRe20
9222,Ernie Conwell,,ConwEr00
9223,Brian Dawkins,,DawkBr00
9224,Ray Mickens,,MickRa20
9225,Aaron Beasley,,BeasAa20
9226,Johnny McWilliams,,McWiJo00
9227,Detron Smith,,SmitDe00
9228,John Browning,,BrowJo24
9229,Brady Smith,,SmitBr21
9230,Donnie Abraham,,AbraDo00
9231,Winslow Oliver,,OlivWi00
9232,Moe Williams,,WillMo00
9233,Ryan Stewart,,StewRy20
9234,Bert Emanuel,,
9235,Scott Slutzker,,SlutSc00
9236,Jerald Moore,,MoorJe00
9237,Carlos Emmons,,
9238,Bobby Hoying,,HoyiBo00
9239,Tedy Bruschi,,BrusTe99
9240,Matt Stevens,,StevMa22
9241,Terrell Owens,,OwenTe00
9242,Reggie Brown,,BrowRe00
9243,Jon Witman,,WitmJo00
9244,Tyrone Williams,,WillTy20
9245,Stepfret Williams,,WillSt00
9246,Donnie Edwards,,EdwaDo20
9247,Philip Daniels,,
9248,Jeff Lewis,,LewiJe01
9249,Stephen Davis,,DaviSt00
9250,Curtis Enis,,
9251,Kendrick Burton,,BurtKe20
9252,Jevon Langford,,LangJe20
9253,Reggie Barlow,,BarlRe00
9254,Emmanuel McDaniel,,McDaEm20
9255,Craig Erickson,,
9256,Charlie Jones,,JoneCh00
9257,Brian Milne,,MilnBr00
9258,Richard Huntley,,HuntRi00
9259,Stanley Pritchett,,PritSt00
9260,Chris Sullivan,,SullCh20
9261,Sean Moran,,MoraSe20
9262,Darrius Johnson,,JohnDa23
9263,Earl Holmes,,HolmEa20
9264,Juran Bolden,,BoldJu20
9265,Heath Evans,,
9266,Danny Kanell,,KaneDa00
9267,Jahine Arnold,,ArnoJa00
9268,Marcus Coleman,,ColeMa20
9269,Joe Horn,,HornJo00
9270,Leomont Evans,,EvanLe20
9271,Terry Fair,,
9272,Greg Myers,,MyerGr20
9273,Christian Peter,,PeteCh20
9274,Shane Burton,,BurtSh20
9275,Steve Martin,,MartSt21
9276,Jermaine Lewis,,LewiJe00
9277,Zach Thomas,,ThomZa01
9278,Raymond Jackson,,JackRa22
9279,Patrick Jeffers,,JeffPa00
9280,Iheani Uwaezuoke,,
9281,La' roi Glover,,
9282,Atlanta Falcons,,
9283,Doug Colman,,ColmDo20
9284,Derrick Harris,,HarrDe00
9285,Dietrich Jells,,JellDi00
9286,Anthony Dorsett,,DorsAn20
9287,Scott Galyon,,GalySc20
9288,Atlanta Falcons,,
9289,Chris Doering,,DoerCh00
9290,Craig Sauer,,SaueCr20
9291,Shawn Wooden,,WoodSh20
9292,Chad Fann,,
9293,Steve White,,WhitSt21
9294,Danny Farmer,,
9295,Orpheus Roye,,RoyeOr20
9296,John Farquhar,,
9297,Chris Hayes,,HayeCh20
9298,Conrad Hamilton,,HamiCo20
9299,Lovett Purnell,,PurnLo00
9300,Mike Archie,,ArchMi00
9301,Reggie Rusk,,RuskRe20
9302,Chuck Osborne,,OsboCh20
9303,Kevin Faulk,,
9304,Carlos Emmons,,EmmoCa20
9305,Jay Riemersma,,RiemJa00
9306,Marshall Faulk,00-0031821,
9307,Keith McKenzie,,McKeKe20
9308,Christian Fauria,,
9309,Joe Nedney,,
9310,Adam Vinatieri,00-0016919,
9311,Daryl Gardener,,GardDa20
9312,Marcus Jones,,JoneMa20
9313,Chris Gardocki,,
9314,Lenoy Jones,,
9315,Hunter Goodwin,,GoodHu00
9316,Paul Grasmanis,,GrasPa20
9317,Jacquez Green,,
9318,Jeff Harris,,
9319,Johnnie Harris,,
9320,Mark Harris,,
9321,Nick Harris,,
9322,Raymont Harris,,
9323,Robert Harris,,
9324,Ronnie Harris,,
9325,Ben Lynch,,LyncBe20
9326,Ki-jana Carter,,CartKi00
9327,Steve McNair,,McNaSt00
9328,Kerry Collins,,CollKe00
9329,Todd Collins,,CollTo00
9330,Kordell Stewart,,StewKo00
9331,Stoney Case,,CaseSt00
9332,Eric Zeier,,ZeieEr00
9333,Rob Johnson,,JohnRo00
9334,Steve Stenstrom,,StenSt00
9335,Craig Whelihan,,WhelCr00
9336,Tyrone Wheatley,,WheaTy00
9337,Napoleon Kaufman,,KaufNa00
9338,James Stewart,,StewJa00
9339,Rashaan Salaam,,SalaRa00
9340,Ray Zellars,,ZellRa00
9341,Sherman Williams,,WillSh00
9342,Terrell Fletcher,,FletTe00
9343,William Henderson,,HendWi00
9344,Curtis Martin,,MartCu00
9345,Zack Crockett,,CrocZa00
9346,Rodney Thomas,,ThomRo00
9347,Chris Cole,,
9348,Aaron Hayden,,HaydAa00
9349,Travis Jervey,,JervTr00
9350,Cory Schlesinger,,SchlCo00
9351,Giles Cole,,
9352,Terrell Davis,,DaviTe00
9353,Fred McCrary,,McCrFr00
9354,Darick Holmes,,HolmDa00
9355,Michael Westbrook,,WestMi00
9356,Joey Galloway,,GallJo00
9357,J.J. Stokes,,StokJ.00
9358,Frank Sanders,,SandFr00
9359,Chris Sanders,,SandCh00
9360,Chris t. Jones,,
9361,Tamarick Vanover,,VanoTa00
9362,Antonio Freeman,,FreeAn00
9363,Tyrone Davis,,DaviTy00
9364,Eric Bjornson,,BjorEr00
9365,Justin Armour,,ArmoJu00
9366,Laveranues Coles,,
9367,David Dunn,,DunnDa00
9368,Roell Preston,,PresRo00
9369,Stalin Colinet,,
9370,Andre Collins,,
9371,Bobby Collins,,
9372,Byron Chamberlain,,ChamBy00
9373,Cecil Collins,,
9374,Kyle Brady,,BradKy00
9375,Mark Bruener,,BrueMa00
9376,Christian Fauria,,FaurCh00
9377,Ken Dilger,,DilgKe00
9378,David Sloan,,SloaDa00
9379,Michael Roan,,RoanMi00
9380,Pete Mitchell,,MitcPe00
9381,Jamie Asher,,AsheJa00
9382,Leroy Collins,,
9383,Cole Ford,,fordxcol01
9384,Derrick Alexander,,AlexDe20
9385,Rosevelt Colvin,,
9386,Stephen Boyd,,BoydSt00
9387,Derrick Brooks,,BrooDe00
9388,Lance Brown,,BrowLa20
9389,John Burrough,,BurrJo20
9390,Devin Bush,,BushDe20
9391,Kevin Carter,,CartKe00
9392,Chad Cota,,CotaCh20
9393,Chad Cota,,CotaCh20
9394,Tim Couch,,
9395,Travis Davis,,DaviTr20
9396,Hugh Douglas,,DougHu00
9397,Jamal Duff,,DuffJa20
9398,Scott Covington,,
9399,Chad Eaton,,EatoCh20
9400,Luther Elliss,,ElliLu00
9401,Mark Fields,,FielMa99
9402,Jason Fisk,,FiskJa20
9403,Lethon Flowers,,
9404,Dallas Cowboys,,
9405,Oliver Gibson,,GibsOl20
9406,Dallas Cowboys,,
9407,Travis Hall,,HallTr20
9408,Norman Hand,,HandNo20
9409,Sean Harris,,HarrSe20
9410,Ryan Cox,,
9411,Jimmy Hitchcock,,HitcJi20
9412,John Holecek,,HoleJo20
9413,Darius Holland,,HollDa20
9414,Chris Hudson,,HudsCh20
9415,Ken Irvin,,IrviKe20
9416,Greg Jefferson,,JeffGr20
9417,Ellis Johnson,,JohnEl20
9418,Ted Johnson,,JohnTe20
9419,Donta Jones,,JoneDo22
9420,Shawn King,,KingSh20
9421,Jason Kyle,,KyleJa20
9422,Ty Law,,LawxTy00
9423,Mike Mamula,,MamuMi20
9424,Eddie Mason,,MasoEd20
9425,Gerald McBurrows,,McBuGe20
9426,Ray McElroy,,McElRa20
9427,Phillip Daniels,,
9428,Mike Morton,,MortMi20
9429,Craig Newsome,,NewsCr20
9430,Rich Owens,,OwenRi20
9431,Tyrone Poole,,PoolTy20
9432,Darryl Pounds,,PounDa20
9433,John Davis,,
9434,Regiald Davis,,
9435,Stephen Davis,,
9436,Warren Sapp,,SappWa00
9437,Bryan Schwartz,,SchwBr20
9438,Sam Shade,,ShadSa20
9439,Terrance Shaw,,ShawTe20
9440,Lorenzo Styles,,StylLo20
9441,Bobby Taylor,,TaylBo00
9442,Orlando Thomas,,ThomOr20
9443,Mike Thompson,,ThomMi21
9444,Scott Turner,,TurnSc20
9445,Gary Walker,,WalkGa00
9446,Brian Williams,,WillBr24
9447,Charlie Williams,,WillCh22
9448,Jerry Wilson,,WilsJe22
9449,Adrian Dingle,,
9450,Corey Fuller,,FullCo20
9451,Brett Favre,,
9452,Jeff Brohm,,
9453,Marcus Pollard,,
9454,Todd Sauerbrun,,SaueTo20
9455,Brett Bech,,
9456,Tom Barndt,,BarnTo20
9457,New York Giants,,
9458,Patrick Hape,,
9459,Walt Harris,,
9460,Lloyd Harrison,,
9461,Marvin Harrison,,
9462,Nolan Harrison,,
9463,Rodney Harrison,,
9464,Edgerton Hartwell,,
9465,Richard Harvey,,
9466,Matt Hasselbeck,,
9467,Andre Hastings,,
9468,Derrick Alexander,,AlexDe00
9469,Jamal Anderson,,AndeJa00
9470,Bradford Banta,,BantBr00
9471,Mario Bates,,BateMa00
9472,Donnell Bennett,,BennDo00
9473,Harold Bishop,,BishHa00
9474,Doug Brien,,briendou01
9475,Steve Broussard,,
9476,Isaac Bruce,,BrucIs00
9477,Ralph Brown,,
9478,Carlester Crumpler,,CrumCa00
9479,John Browning,,
9480,Trent Dilfer,,DilfTr00
9481,Gary Downs,,DownGa00
9482,Bert Emanuel,,EmanBe00
9483,Marshall Faulk,,FaulMa00
9484,Mark Brunell,,
9485,William Floyd,,FloyWi00
9486,Glenn Foley,,FoleGl00
9487,Gus Frerotte,,FrerGu00
9488,Charlie Garner,,GarnCh00
9489,Raymont Harris,,HarrRa00
9490,Brentson Buckner,,
9491,Marcus Buckley,,
9492,Greg Hill,,HillGr00
9493,Willie Jackson,,JackWi00
9494,Charles Johnson,,JohnCh00
9495,Leshon Johnson,,JohnLe01
9496,Lonnie Johnson,,JohnLo00
9497,Andrew Jordan,,JordAn00
9498,Dorsey Levens,,LeveDo00
9499,Chuck Levy,,LevyCh00
9500,Thomas Lewis,,LewiTh00
9501,Steve Matthews,,MattSt00
9502,Terry Mickens,,MickTe00
9503,Jim Miller,,MillJi00
9504,Dale Carter,,
9505,Johnnie Morton,,MortJo00
9506,David Palmer,,PalmDa00
9507,Chris Penn,,PennCh00
9508,Errict Rhett,,RhetEr00
9509,Bill Schroeder,,SchrBi00
9510,Darnay Scott,,ScotDa00
9511,Lamar Smith,,SmitLa00
9512,Lamont Warren,,WarrLa00
9513,Nate Clements,,
9514,Tony Richardson,,
9515,Sam Adams,,AdamSa00
9516,Tim Bowens,,BoweTi00
9517,Brentson Buckner,,BuckBr20
9518,Jeff Burris,,BurrJe20
9519,Henry Ford,,FordHe21
9520,Rob Fredrickson,,FredRo20
9521,Aaron Glenn,,GlenAa00
9522,Antonio Langham,,LangAn20
9523,Willie McGinest,,McGiWi00
9524,Jamir Miller,,MillJa01
9525,Winfred Tubbs,,TubbWi20
9526,Dewayne Washington,,WashDe20
9527,Dan Wilkinson,,WilkDa22
9528,Lee Woodall,,WoodLe00
9529,Bryant Young,,YounBr00
9530,John Thierry,,ThieJo20
9531,Gabe Wilkins,,WilkGa20
9532,Fernando Smith,,SmitFe20
9533,Rodney Harrison,,HarrRo01
9534,Corey Sawyer,,SawyCo20
9535,Corey Dillon,,
9536,Sam Rogers,,RogeSa20
9537,Charles Dimry,,
9538,Chris Dishman,,
9539,Terry Irving,,IrviTe21
9540,Tony Dixon,,
9541,Myron Bell,,BellMy20
9542,Bracy Walker,,WalkBr20
9543,Jim Flanigan,,FlanJi21
9544,James Folston,,FolsJa20
9545,Rob Holmberg,,HolmRo20
9546,Keith Burns,,BurnKe21
9547,Allen Aldridge,,AldrAl21
9548,Tyronne Drakeford,,DrakTy20
9549,Joe Johnson,,JohnJo04
9550,Keith Lyle,,LyleKe20
9551,Marty Moore,,MoorMa23
9552,Vaughn Booker,,
9553,Shane Bonham,,BonhSh20
9554,Lemanski Hall,,HallLe20
9555,Barron Wortham,,WortBa20
9556,Jason Gildon,,GildJa00
9557,Kevin Mitchell,,MitcKe21
9558,Kevin Dyson,,
9559,Austin Robbins,,RobbAu20
9560,Pete Bercich,,BercPe20
9561,Brad Ottis,,OttiBr20
9562,Mike Wells,,WellMi23
9563,Marc Edwards,,
9564,Jason Sehorn,,SehoJa20
9565,Chad Bratzke,,BratCh20
9566,Kimo Vonoelhoffen,,
9567,Darren Bennett,,
9568,Leo Araguz,,
9569,Mitch Berger,,BergMi20
9570,Randy Fuller,,FullRa20
9571,David Binn,,
9572,Sam Gash,,
9573,Brant Boyer,,BoyeBr20
9574,New York Giants,,
9575,John Davis,,
9576,Joe Horn,,
9577,Tony Horne,,
9578,Kevin Houser,,
9579,Chris Hovan,,
9580,Chris Howard,,
9581,Darren Howard,,
9582,Desmond Howard,,
9583,Eddie Howard,,
9584,Willie Howard,,
9585,Ethan Howell,,
9586,Richie Anderson,,AndeRi00
9587,Fred Baxter,,BaxtFr00
9588,Derrick Brooks,,
9589,Jerome Bettis,,BettJe00
9590,Drew Bledsoe,,BledDr00
9591,Vincent Brisby,,BrisVi00
9592,Courtney Brown,,
9593,Troy Brown,,BrowTr00
9594,Mark Brunell,,BrunMa00
9595,Curtis Conway,,ConwCu00
9596,Horace Copeland,,CopeHo00
9597,Sean Dawkins,,DawkSe00
9598,Troy Drayton,,DrayTr00
9599,Jason Elam,,elamxjas01
9600,Isaac Bruce,,
9601,Chris Gedney,,GednCh00
9602,Elvis Grbac,,GrbaEl00
9603,Trent Green,,GreeTr00
9604,Eric Guliford,,
9605,Ty Hallock,,HallTy00
9606,Andre Hastings,,HastAn00
9607,Garrison Hearst,,HearGa00
9608,Billy joe Hobert,,HobeBi00
9609,Qadry Ismail,,IsmaQa00
9610,Mark Campbell,,
9611,Terry Kirby,,KirbTe00
9612,O.J. McDuffie,,McDuO.00
9613,Tony McGee,,McGeTo00
9614,Natrone Means,,MeanNa00
9615,Glyn Milburn,,MilbGl00
9616,Rick Mirer,,MireRi00
9617,Ronald Moore,,MoorRo01
9618,Adrian Murrell,,MurrAd00
9619,Lorenzo Neal,,NealLo00
9620,Doug Pelfrey,,pelfrdou01
9621,Todd Peterson,,petertod01
9622,Kenny Shedd,,ShedKe00
9623,Irv Smith,,SmitIr00
9624,Robert Smith,,SmitRo00
9625,Ike Charlton,,
9626,Lamar Thomas,,ThomLa00
9627,Chris Claiborne,,
9628,Ryan Wetnight,,
9629,Danny Clark,,
9630,Kevin Williams,,WillKe00
9631,Frank Wycheck,,WychFr00
9632,Brian Stablein,,StabBr00
9633,Craig Hentrich,,hentrcra01
9634,Chidi Ahanotu,,AhanCh20
9635,Mike Barrow,,
9636,Greg Biekert,,BiekGr20
9637,Blaine Bishop,,BishBl00
9638,Chad Brown,,BrowCh04
9639,Corwin Brown,,BrowCo21
9640,Gilbert Brown,,BrowGi20
9641,Ray Buchanan,,BuchRa00
9642,Mike Caldwell,,CaldMi20
9643,Tom Carter,,CartTo20
9644,John Copeland,,CopeJo20
9645,Eric Curry,,CurrEr20
9646,Doug Evans,,EvanDo21
9647,Deon Figures,,FiguDe20
9648,Al Fontenot,,
9649,Darrien Gordon,,GordDa20
9650,Carlton Gray,,GrayCa20
9651,Jason Craft,,
9652,Marvin Jones,,JoneMa23
9653,Antonio London,,LondAn20
9654,Brock Marion,,MariBr00
9655,Ryan McNeil,,McNeRy20
9656,Wayne Simmons,,SimmWa20
9657,Chris Slade,,SladCh00
9658,Darrin Smith,,SmitDa22
9659,Thomas Smith,,SmitTh21
9660,Dana Stubblefield,,StubDa00
9661,George Teague,,TeagGe20
9662,Steve Tovar,,TovaSt20
9663,Darnell Walker,,WalkDa20
9664,Dean Wells,,WellDe20
9665,Dan Williams,,WillDa20
9666,John Lynch,,LyncJo00
9667,Michael Strahan,,StraMi02
9668,Willie Williams,,WillWi21
9669,Dave Thomas,,ThomDa21
9670,Barry Minter,,MintBa20
9671,James Trapp,,TrapJa20
9672,John Parrella,,ParrJo20
9673,Michael McCrary,,McCrMi00
9674,Ronnie Bradford,,BradRo20
9675,Jeff Robinson,,RobiJe00
9676,Rueben Droughns,,
9677,Chad Dukes,,
9678,Ron George,,GeorRo20
9679,Marcus Buckley,,BuckMa20
9680,Jessie Armstead,,ArmsJe00
9681,David Dunn,,
9682,Ty Parten,,PartTy20
9683,Lewis Bush,,BushLe20
9684,Raylee Johnson,,JohnRa22
9685,Jeff Zgonina,,ZgonJe20
9686,Kevin Henry,,HenrKe20
9687,Greg Jeffries,,JeffGr21
9688,Donnie Edwards,,
9689,Maa Tanuvasa,,TanuMa20
9690,Jason Ferguson,,
9691,Jay Fiedler,,
9692,Alex Vanpelt,,
9693,Matt Turk,,
9694,Mike Bartrum,,
9695,Reggie Givens,,GiveRe20
9696,Troy Wilson,,WilsTr21
9697,Bobby Hoying,,
9698,Brock Huard,,
9699,Damon Huard,,
9700,Chris Hudson,,
9701,James Hundon,,
9702,Cletidus Hunt,,
9703,Richard Huntley,,
9704,Todd Husak,,
9705,Michael Husted,,
9706,Tom Hutton,,
9707,Junior Ioane,,
9708,Ken Irvin,,
9709,Denver Broncos,,
9710,Michael Bates,,BateMi00
9711,Edgar Bennett,,BennEd00
9712,Jeff Blake,,BlakJe00
9713,Robert Brooks,,BrooRo00
9714,Dave Brown,,
9715,Dave Brown,,
9716,Mark Chmura,,ChmuMa00
9717,Ty Detmer,,DetmTy00
9718,Cleveland Browns,,
9719,Craig Erickson,,EricCr00
9720,Chuck Evans,,
9721,Fernando Bryant,,
9722,Sam Gash,,GashSa00
9723,Kent Graham,,GrahKe00
9724,Jason Hanson,,hansojas01
9725,Courtney Hawkins,,HawkCo00
9726,Desmond Howard,,HowaDe00
9727,Brad Johnson,,JohnBr00
9728,Amp Lee,,LeexAm00
9729,Tim Lester,,LestTi00
9730,Tommy Maddox,,MaddTo00
9731,John Carney,,
9732,Johnny Mitchell,,MitcJo00
9733,Dave Moore,,MoorDa00
9734,Carl Pickens,,PickCa00
9735,Aaron Pierce,,PierAa00
9736,Torrance Small,,SmalTo00
9737,Jimmy Smith,,SmitJi00
9738,Kevin Turner,,TurnKe00
9739,Mark Chmura,,ChmuMa00
9740,Casey Weldon,,WeldCa00
9741,Chris Walsh,,WalsCh00
9742,Elijah Alexander,,AlexEl20
9743,Michael Bankston,,BankMi21
9744,Roy Barker,,BarkRo20
9745,Jason Belser,,BelsJa20
9746,Dale Carter,,CartDa00
9747,Willie Clay,,ClayWi20
9748,Todd Collins,,CollTo20
9749,Quentin Coryatt,,CoryQu20
9750,Marquez Pope,,PopeMa20
9751,Santana Dotson,,DotsSa20
9752,Shane Dronett,,DronSh20
9753,Sam Cowart,,
9754,Sean Gilbert,,GilbSe00
9755,Keith Hamilton,,HamiKe20
9756,Robert Harris,,HarrRo20
9757,Dwight Hollier,,HollDw20
9758,Bill Johnson,,JohnBi22
9759,Kurt Schulz,,SchuKu20
9760,Robert Jones,,JoneRo21
9761,Levon Kirkland,,KirkLe00
9762,Jeremy Lincoln,,LincJe20
9763,Daunte Culpepper,,
9764,Ed McDaniel,,McDaEd00
9765,Ricardo McDonald,,McDoRi20
9766,Chester McGlockton,,McGlCh00
9767,Mark McMillian,,McMiMa20
9768,Chris Mims,,MimsCh20
9769,Darren Perry,,PerrDa20
9770,Robert Porcher,,PorcRo00
9771,Eddie Robinson,,RobiEd22
9772,Tracy Scroggins,,ScroTr20
9773,Chuck Smith,,SmitCh23
9774,Rod Smith,,SmitRo23
9775,Phillippi Sparks,,SparPh20
9776,Alonzo Spellman,,SpelAl20
9777,Troy Vincent,,VincTr00
9778,Mark Wheeler,,WheeMa20
9779,Darryl Williams,,WillDa03
9780,Darren Woodson,,WoodDa01
9781,Marco Coleman,,ColeMa00
9782,Tony McCoy,,McCoTo22
9783,Terrell Buckley,,BuckTe20
9784,Frankie Smith,,SmitFr20
9785,Ashley Ambrose,,AmbrAs00
9786,Gerald Dixon,,DixoGe20
9787,Joe Bowden,,BowdJo20
9788,Brad Culpepper,,CulpBr20
9789,Santana Dotson,,
9790,Corey Harris,,HarrCo20
9791,Corey Widmer,,WidmCo20
9792,Anthony Davis,,DaviAn23
9793,Philadelphia Eagles,,
9794,Matt Labounty,,LaBoMa20
9795,Mark Thomas,,ThomMa20
9796,Gregory Favors,,
9797,Steve Israel,,IsraSt20
9798,Larry Webster,,WebsLa20
9799,Glenn Cadrez,,CadrGl20
9800,Klaus Wilmsmeyer,,WilmKl20
9801,Yatil Green,,
9802,Jarious Jackson,,
9803,Michael Jackson,,
9804,Sheldon Jackson,,
9805,Terry Jackson,,
9806,Willie Jackson,,
9807,Jeff Jaeger,,
9808,Jacksonville Jaguars,,
9809,Jacksonville Jaguars,,
9810,Edgerrin James,,
9811,Tory James,,
9812,Joey Jamison,,
